customerid,name,address,citystatezip,birthdate,phone,timezone,lat,long
1129,"Amy Dominique Lopez","1836 51st St","Brooklyn, NY 11204","2000-04-30","838-522-8339","America/New_York",40.62538,-73.98094
1130,"Stephen Velez","103 W 57th St","Manhattan, NY 10019","1947-05-09","516-671-7701","America/New_York",40.76405,-73.97704
1131,"Michelle Parks","3886 SE Maple Ave","Philadelphia, PA 19151","1943-08-28","445-313-4915","America/New_York",40.00770,-75.13390
1132,"Loretta Phillips","92-3 95th Ave","Ozone Park, NY 11416","1962-06-01","516-360-1011","America/New_York",40.68728,-73.85329
1133,"Carrie Cantrell","279 Central Park W","Manhattan, NY 10024","1945-01-02","680-988-6153","America/New_York",40.78203,-73.97285
1134,"Brenda Smith","35-5 28th Ave","Astoria, NY 11103","1948-12-03","315-218-3681","America/New_York",40.76499,-73.90701
1135,"John Reed","2416 Valentine Ave","Bronx, NY 10458","1988-12-22","315-528-9847","America/New_York",40.86036,-73.88750
1136,"Steven Miles","2948 Brighton 4th St","Brooklyn, NY 11235","1948-06-27","929-402-9293","America/New_York",40.57567,-73.96434
1137,"Elizabeth Peterson","345 Hoyt St","Brooklyn, NY 11231","1943-04-14","845-473-2877","America/New_York",40.67989,-73.99062
1138,"Alexandra Miller","380 63rd St","Brooklyn, NY 11220","1996-01-13","838-669-6339","America/New_York",40.63861,-74.01348
1139,"Kevin Rubio","398 E 89th St","Manhattan, NY 10128","1970-10-11","934-731-6780","America/New_York",40.77714,-73.95293
1140,"Christina Savage","503 Beach 69th St","Arverne, NY 11692","1977-05-31","838-586-8894","America/New_York",40.59522,-73.79884
1141,"Charles Schwartz","1029 Ave T","Brooklyn, NY 11223","1995-04-05","716-564-4211","America/New_York",40.60048,-73.96195
1142,"Alan Simon II","649A Wilson Ave","Brooklyn, NY 11207","1990-07-05","607-558-3677","America/New_York",40.68968,-73.90677
1143,"Kristin Harris","2362 Dogwood Ln NW","Atlanta, GA 30342","1979-11-04","678-682-3552","America/New_York",33.76280,-84.42200
1144,"Mallory Rogers","286 E 84th St","Manhattan, NY 10028","1969-05-11","631-671-7575","America/New_York",40.77432,-73.95384
1145,"Richard Parsons","3981½ White Plains Rd","Bronx, NY 10466","1978-10-04","680-981-1628","America/New_York",40.88679,-73.85755
1146,"Ronald Richardson","2245D Jerome Ave","Bronx, NY 10453","1962-05-05","838-287-7269","America/New_York",40.84947,-73.90743
1147,"Laura Hill","3921B Paulding Ave","Bronx, NY 10466","1957-10-04","934-895-8127","America/New_York",40.88610,-73.85232
1148,"Colleen Smith","2582 Park Rd","Toppenish, WA 98948","1957-05-08","253-391-3309","America/Los_Angeles",46.38060,-120.31220
1149,"Dustin Mercer","1753 Coney Island Ave","Brooklyn, NY 11230","1969-06-18","315-437-6084","America/New_York",40.62514,-73.96258
1150,"John Walker","1643 2nd Ave","Manhattan, NY 10028","1958-06-26","716-723-8976","America/New_York",40.77809,-73.95286
1151,"John Wright","661 Ave Of The Americas","Manhattan, NY 10010","1960-03-27","646-518-0388","America/New_York",40.74285,-73.99314
1152,"Brett Diaz","1749 E 3rd St","Brooklyn, NY 11223","2000-07-30","838-631-7794","America/New_York",40.60292,-73.96973
1153,"Jeanette Lawson","2037 Newkirk Ave","Brooklyn, NY 11226","1957-12-08","929-362-2365","America/New_York",40.63779,-73.96299
1154,"Lisa Riggs","2506 Adam Clayton Powell Jr Blvd","Manhattan, NY 10039","1969-03-15","315-640-9415","America/New_York",40.82183,-73.93914
1155,"Monique Lewis","407A E 118th St","Manhattan, NY 10035","1966-03-19","838-651-0162","America/New_York",40.80005,-73.93568
1156,"Jean Hayes","71B Fountain Ave","Brooklyn, NY 11208","1986-12-06","315-306-1879","America/New_York",40.67501,-73.87195
1157,"Sara Ward","83 Kosciuszko St","Brooklyn, NY 11205","1951-10-07","929-590-3712","America/New_York",40.69038,-73.95490
1158,"Brittany Cooper","1445A E Tremont Ave","Bronx, NY 10460","1960-07-26","518-749-0829","America/New_York",40.83962,-73.87827
1159,"Frank Harding","59½ E 74th St","Manhattan, NY 10021","1989-05-08","315-710-2601","America/New_York",40.76765,-73.95327
1160,"John Clarke","189 Ardmore Ave","Staten Island, NY 10314","1975-02-06","516-338-3885","America/New_York",40.60821,-74.13860
1161,"Bradley Barrera","2765 SE Park Ave","Fairfield, IA 52556","1994-10-23","563-780-4612","America/Chicago",41.00640,-91.96670
1162,"Jeffrey Johnson","385½ E 74th St","Manhattan, NY 10021","1984-08-06","516-810-7590","America/New_York",40.77180,-73.95459
1163,"Danny Wilson","2872 E 196th St","Bronx, NY 10461","1981-03-15","838-907-6558","America/New_York",40.85417,-73.83047
1164,"Ricky Elliott","2496A Mickle Ave","Bronx, NY 10469","1986-03-03","838-633-3008","America/New_York",40.86990,-73.84467
1165,"Ryan Griffin","204A Delancey St","Manhattan, NY 10002","1994-06-23","315-905-9121","America/New_York",40.71774,-73.99373
1166,"John Phillips","806A E 230th St","Bronx, NY 10466","1968-04-26","716-900-2422","America/New_York",40.88879,-73.85127
1167,"Steve Sanchez","85-22 56th Ave","Elmhurst, NY 11373","1993-12-20","934-468-7375","America/New_York",40.73175,-73.87437
1168,"Thomas Hansen","549 Argyle Rd","Brooklyn, NY 11230","1975-08-15","585-386-7658","America/New_York",40.63496,-73.96429
1169,"Lauren Pham","184 Clinton St","Manhattan, NY 10002","1994-05-01","914-400-1168","America/New_York",40.71433,-73.98461
1170,"Ryan Bass","97-45 66th Rd","Rego Park, NY 11374","1962-12-18","585-200-7513","America/New_York",40.71968,-73.85964
1171,"Colin Cuevas","663B E 221st St","Bronx, NY 10467","1999-08-04","914-841-5747","America/New_York",40.88440,-73.86330
1172,"Jason Morales","1862 Mermaid Ave","Brooklyn, NY 11224","1984-03-11","332-559-4292","America/New_York",40.57641,-73.98584
1173,"Sara Nichols","100-51 Alstyne Ave","Corona, NY 11368","1970-02-05","212-624-7720","America/New_York",40.74339,-73.86478
1174,"Kathleen Boyd","77-29 Rockaway Blvd","Woodhaven, NY 11421","1972-12-15","516-517-8263","America/New_York",40.68504,-73.86626
1175,"Joyce Mckinney","66-63 61st St","Ridgewood, NY 11385","1971-09-26","516-872-2716","America/New_York",40.70262,-73.89395
1176,"Michael Carrillo","1960 SE 3rd Rd","Pinellas Park, FL 33760","1992-06-05","239-831-0748","America/New_York",27.85890,-82.70780
1177,"Nathan Weiss","272 E 146th St","Bronx, NY 10451","1998-02-09","585-400-9737","America/New_York",40.81675,-73.92348
1178,"Aaron Nguyen","249 SW Dogwood Ave","Gastonia, NC 28056","1961-12-13","910-504-6982","America/New_York",35.24940,-81.18540
1179,"Deanna Carr","276 Pelton Ave","Staten Island, NY 10310","1974-03-26","838-668-4124","America/New_York",40.62570,-74.10833
1180,"Maria Davis","96-47 189th St","Hollis, NY 11423","1986-08-15","838-672-9918","America/New_York",40.71507,-73.77893
1181,"Patrick Black","572 7th Ln E","Seaside, CA 93955","1957-11-01","279-721-2326","America/Los_Angeles",36.62240,-121.81990
1182,"Jerry Sanders","4216 W Maple Dr","Wyoming, MI 49509","2000-05-07","517-546-4709","America/Detroit",42.89080,-85.70660
1183,"David Carr","21-30 48th St","Astoria, NY 11105","1963-11-13","315-581-0659","America/New_York",40.77074,-73.90224
1184,"Kelsey Thompson","1142 N 4th Way","Albuquerque, NM 87113","1955-10-29","575-911-8992","America/Denver",35.10540,-106.64650
1185,"Joshua Gonzalez","134-54 Rockaway Beach Blvd","Rockaway Park, NY 11694","1961-12-17","646-447-7437","America/New_York",40.56677,-73.85735
1186,"Evan Larson","237 Ave P","Brooklyn, NY 11204","1999-04-15","914-382-7630","America/New_York",40.60816,-73.98117
1187,"Caitlyn Cox","3566 8th Pl","Kalama, WA 98625","1954-05-25","564-963-1723","America/Los_Angeles",46.01640,-122.84020
1188,"Edward Fernandez","1862 Ave L","Brooklyn, NY 11230","1962-06-26","917-510-9548","America/New_York",40.62102,-73.95898
1189,"Donald Hart","140-2 133rd Ave","Jamaica, NY 11436","1998-10-15","315-383-6919","America/New_York",40.66895,-73.79313
1190,"Gary Ritter","1642 Seddon St","Bronx, NY 10461","1991-08-21","838-484-8988","America/New_York",40.84040,-73.84885
1191,"Edward Bell","3503 2nd Ln W","Edgemere, MD 21052","1975-08-10","301-791-1367","America/New_York",39.22730,-76.45900
1192,"Harold Collier","808 SW 4th Pl","Sioux Falls, SD 57104","2001-06-09","605-747-5501","America/Chicago",43.53960,-96.73110
1193,"Steven York","1991 Dogwood St W","Memphis, TN 38018","1996-08-22","615-801-4076","America/Chicago",35.10870,-89.96630
1194,"Amy Rivas","47 Rear Ryerson St","Brooklyn, NY 11205","1975-08-13","516-859-8768","America/New_York",40.69053,-73.96418
1195,"Julie Page","462 Rear E New York Ave","Brooklyn, NY 11225","1990-01-25","332-864-1901","America/New_York",40.66201,-73.94547
1196,"Thomas Torres","4884A Broadway","Manhattan, NY 10034","1983-04-14","516-387-2056","America/New_York",40.86706,-73.92214
1197,"Alison Davis","1982 Park Ave N","Victorville, CA 92395","1977-03-07","209-629-5338","America/Los_Angeles",34.52770,-117.35360
1198,"Brenda White","102-5 32nd Ave","East Elmhurst, NY 11369","1954-07-11","315-357-2177","America/New_York",40.75904,-73.87750
1199,"Sarah Reyes","570 Katan Ave","Staten Island, NY 10312","1969-03-22","914-887-4191","America/New_York",40.55058,-74.17236
1200,"Molly Rivera","954 Patterson Ave","Staten Island, NY 10306","1987-01-19","315-756-3781","America/New_York",40.57367,-74.09323
1201,"Walter Ball","144-21 119th Ave","Jamaica, NY 11436","1967-09-16","680-479-4298","America/New_York",40.67866,-73.79642
1202,"Nicole Medina","316A 23rd St","Brooklyn, NY 11215","1985-10-09","516-546-5528","America/New_York",40.65838,-73.99280
1203,"Tony Olson","81 55th Ln","Washington, DC 20008","1975-04-06","771-681-5862","America/New_York",38.90470,-77.01630
1204,"Emily Andrews","1677 E Park Way","Victorville, CA 92394","1994-08-20","510-625-1673","America/Los_Angeles",34.52770,-117.35360
1205,"Mary Green","3314 Nostrand Ave","Brooklyn, NY 11229","2000-08-15","838-633-1106","America/New_York",40.60741,-73.94180
1206,"Sarah Hernandez","986 10th Way","San Antonio, TX 78257","1951-06-26","682-287-2999","America/Chicago",29.46320,-98.52380
1207,"Erica Shaw","324-84 Seagirt Blvd","Far Rockaway, NY 11691","1968-06-17","631-702-1307","America/New_York",40.59790,-73.75658
1208,"Sam Tannenbaum","221 Banker St","Brooklyn, NY 11222","1994-09-13","826-636-2286","America/New_York",40.72570,-73.95550
1209,"David Cummings","2599 SE Park Pl","Dallas, TX 75251","2000-05-13","346-235-3578","America/Chicago",32.79350,-96.76670
1210,"Kenneth Holland","4395 Kansas Dr SE","Kansas City, KS 66115","1985-09-15","913-864-9897","America/Chicago",39.12350,-94.74430
1211,"James Davis","1031B Grant Ave","Bronx, NY 10456","1974-09-03","914-559-9477","America/New_York",40.82910,-73.91648
