customerid,name,address,citystatezip,birthdate,phone,timezone,lat,long
1063,"Jamie Herrera","3813 S 75th Ave","Leesburg, FL 34736","1981-09-30","561-917-1555","America/New_York",28.76720,-81.89620
1064,"David Holmes","229A 2nd Ave","Manhattan, NY 10003","1949-08-08","914-668-8595","America/New_York",40.72915,-73.98760
1065,"Devon Gonzalez","890A Southern Blvd","Bronx, NY 10459","1996-10-25","315-488-4691","America/New_York",40.83234,-73.89321
1066,"Kristin Barnes","254 63rd St","Brooklyn, NY 11220","1995-05-24","212-525-3796","America/New_York",40.64122,-74.01805
1067,"Lauren Ferrell","2321 Park Way","Orinda, CA 94563","1982-02-07","909-591-8512","America/Los_Angeles",37.88080,-122.17900
1068,"Christine Flores","253 NE Park Ln","Los Angeles, CA 90731","1970-05-19","805-904-9938","America/Los_Angeles",34.11410,-118.40680
1069,"Tyler Garcia Jr.","2985 Maple Rd","Arcola, IL 61910","1990-05-01","309-346-8313","America/Chicago",39.68330,-88.30130
1070,"Jennifer Miller","3820 S 9th Ln","Chicago, IL 60606","1960-08-04","447-883-3463","America/Chicago",41.83750,-87.68660
1071,"Amanda Turner","18A Cooper Pl","Bronx, NY 10475","1963-01-16","838-656-9082","America/New_York",40.87666,-73.82451
1072,"Rebecca Wang","1003 Montgomery St","Brooklyn, NY 11213","1965-05-23","516-660-2105","America/New_York",40.66410,-73.93840
1073,"Mike Sandoval","781 Aspen Pl","Westminster, CO 80003","1973-10-10","303-264-2833","America/Denver",39.88370,-105.06240
1074,"Robert Williams","4185C Bronxwood Ave","Bronx, NY 10466","1976-03-30","315-778-8480","America/New_York",40.88760,-73.85216
1075,"April Flynn","3770 Bronx Blvd","Bronx, NY 10467","1988-02-08","680-775-2233","America/New_York",40.88182,-73.87055
1076,"Jay Sanchez","4406 Park St NE","Minneapolis, MN 55413","1965-03-16","507-716-8329","America/Chicago",44.96350,-93.26780
1077,"Sarah Bonilla","3476 N Park Way","Aurora, IL 60502","1970-04-14","708-465-6559","America/Chicago",41.76380,-88.29020
1078,"Deborah Nolan","13B Defoe Pl","Bronx, NY 10475","1985-06-15","315-911-0343","America/New_York",40.87595,-73.83084
1079,"Carlos Soto","500 71st St","Brooklyn, NY 11209","1995-08-11","680-880-1707","America/New_York",40.63231,-74.02111
1080,"Shannon Sara Stokes","38-65 Bell Blvd","Bayside, NY 11361","1983-05-09","516-513-5962","America/New_York",40.75983,-73.76940
1081,"Christine Robinson","106-62 Ruscoe St","Jamaica, NY 11433","2000-12-12","516-945-9769","America/New_York",40.70169,-73.78101
1082,"Russell Collins","871B Southern Blvd","Bronx, NY 10459","1988-07-03","315-606-5467","America/New_York",40.83231,-73.89099
1083,"Fred Galloway","78 Thomas S Boyland St","Brooklyn, NY 11233","1997-08-16","516-945-4044","America/New_York",40.67905,-73.91490
1084,"Joseph Brown","29 Kell Ave","Staten Island, NY 10314","1987-02-05","838-258-9213","America/New_York",40.60824,-74.13536
1085,"Katrina Lowe","486 7th St NE","Riverside, CA 92506","1962-07-28","530-470-6321","America/Los_Angeles",33.93810,-117.39490
1086,"Joshua Murphy","4876 2nd Dr","Encinitas, CA 92075","1962-02-23","310-861-4917","America/Los_Angeles",33.04920,-117.26100
1087,"Travis Gomez","1407 NW Maple Dr","Conway, AR 72035","1964-07-22","870-219-2562","America/Chicago",35.07530,-92.46920
1088,"Luis Lopez","40-6 78th St","Elmhurst, NY 11373","1989-06-26","917-711-8890","America/New_York",40.74073,-73.88695
1089,"Kathleen Brenda Cortez","3022 N Park Rd","Chicago, IL 60623","1993-12-22","217-865-5749","America/Chicago",41.83750,-87.68660
1090,"Tammy Callahan","4269 NE Park Pl","Crystal Lake, IL 60012","1977-10-07","708-838-7605","America/Chicago",42.23330,-88.33510
1091,"Katelyn Zavala","307 Henry St","Brooklyn, NY 11201","1960-10-18","516-903-2992","America/New_York",40.69532,-73.99822
1092,"Benjamin Perkins","70 Canton Ct","Brooklyn, NY 11229","1995-07-26","680-433-3349","America/New_York",40.58858,-73.92427
1093,"Jessica Valentine","222C W 125th St","Manhattan, NY 10027","1960-03-21","516-304-8355","America/New_York",40.81192,-73.95242
1094,"Sheryl Steele","92-34 74th Pl","Woodhaven, NY 11421","1964-03-02","516-610-9974","America/New_York",40.68375,-73.86626
1095,"Jonathan Cardenas","212 E 48th St","Manhattan, NY 10017","1960-10-04","917-753-3433","America/New_York",40.75551,-73.97048
1096,"Jacob Chung","144-3 Gravett Rd","Flushing, NY 11367","1962-10-01","716-723-5659","America/New_York",40.73574,-73.82372
1097,"Kendra Jensen","941 Faile St","Bronx, NY 10459","1995-12-31","315-367-5571","America/New_York",40.82334,-73.88883
1098,"Susan Jones","1964 W 64th Pl","Washington, DC 20006","1986-09-29","771-993-0519","America/New_York",38.90470,-77.01630
1099,"Travis Bryant","2748 Rear Harway Ave","Brooklyn, NY 11214","1976-01-03","315-496-1719","America/New_York",40.59069,-73.98964
1100,"Jonathan Wiley","130 Rear Chestnut Ave","Staten Island, NY 10305","1979-06-14","607-449-2464","America/New_York",40.61517,-74.07119
1101,"Joseph Dunn III","205 E 3rd St","Manhattan, NY 10009","1988-01-28","838-499-7779","America/New_York",40.72134,-73.97898
1102,"Michael Miller","386 E 149th St","Bronx, NY 10455","1946-04-19","838-323-6601","America/New_York",40.80575,-73.90227
1103,"Martha Schroeder","887 E 149th St","Bronx, NY 10455","2000-02-24","212-598-9010","America/New_York",40.80806,-73.90114
1104,"Kyle Evans","94 Ave P","Brooklyn, NY 11223","1996-12-21","347-926-5045","America/New_York",40.60843,-73.97690
1105,"Scott Dunn","169B Court St","Brooklyn, NY 11201","2001-04-22","212-661-1401","America/New_York",40.69199,-73.99330
1106,"Robert Ortiz","4133 91st Ln SW","Gainesville, FL 32653","1999-06-22","772-842-6193","America/New_York",29.68040,-82.34590
1107,"Hunter Johnson","67-40 Fresh Pond Rd","Ridgewood, NY 11385","1989-05-18","212-414-5197","America/New_York",40.70505,-73.89883
1108,"Jeremy Keller","4029 3rd Pl SE","Boulder, CO 80301","1996-02-20","719-614-8053","America/Denver",40.02480,-105.25240
1109,"Matthew Fleming","69 W 127th St","Manhattan, NY 10027","1985-06-20","914-339-5614","America/New_York",40.81341,-73.94437
1110,"Johnathan King","85-62 251st St","Bellerose, NY 11426","1937-08-12","838-485-7946","America/New_York",40.74519,-73.71468
1111,"Brenda Bush","27 Davis Ct","Staten Island, NY 10310","1990-01-01","680-359-6064","America/New_York",40.64159,-74.11098
1112,"Debra Summers","919 13th Dr N","Canton, OH 44704","1986-03-16","740-451-9505","America/New_York",40.80780,-81.36760
1113,"Barbara Dixon","473 Park Ave","Chicago, IL 60625","1977-10-28","618-488-1139","America/Chicago",41.83750,-87.68660
1114,"Stacy Briggs","63-59 Saunders St","Rego Park, NY 11374","1990-11-15","914-735-8576","America/New_York",40.72941,-73.85634
1115,"Emily May","1077 SE Apache Dr","Queen Creek, AZ 85140","1970-01-25","480-371-9862","America/Phoenix",33.24540,-111.61730
1116,"Brendan Woods","673½ Victory Blvd","Staten Island, NY 10301","1964-06-24","929-488-6025","America/New_York",40.62444,-74.11210
1117,"Michael Bishop","1117 Lehua St NE","Kailua, HI 96734","1989-06-20","808-959-8210","Pacific/Honolulu",21.39200,-157.73960
1118,"Christina Brown","1357 Sterling Pl","Brooklyn, NY 11213","1967-03-29","516-851-1271","America/New_York",40.67171,-73.94613
1119,"Lisa Cain","369A E 39th St","Brooklyn, NY 11203","1985-08-20","516-866-2250","America/New_York",40.64980,-73.94098
1120,"Lisa Crawford","44-2 Barnett Ave","Sunnyside, NY 11104","1991-06-28","838-468-0797","America/New_York",40.75029,-73.91940
1121,"Gabriela Jennifer Johnson","877 Main St","Manhattan, NY 10044","1993-03-10","516-835-5122","America/New_York",40.76349,-73.94353
1122,"Stephanie Shepherd","575C W 30th St","Manhattan, NY 10001","1993-02-02","315-969-3630","America/New_York",40.74745,-74.00005
1123,"Scott Santiago","2819 Bronx Park E","Bronx, NY 10467","1956-07-07","315-749-3408","America/New_York",40.86041,-73.87117
1124,"Nick Schmitt","2042 6th Pl E","Alva, FL 33920","1977-07-26","448-819-6743","America/New_York",26.71880,-81.62690
1125,"James Shepard Jr.","3350 76th Ave","Lantana, FL 33462","1967-03-13","754-230-2638","America/New_York",26.58340,-80.05640
1126,"Tiffany Perkins","2095 S 3rd Ln","Portland, ME 04019","1989-04-01","207-455-3696","America/New_York",43.67730,-70.27150
1127,"Steven Yoder","7669 20th Ave","Brooklyn, NY 11214","1967-11-18","838-999-4813","America/New_York",40.60913,-73.99971
1128,"Makayla Cowan","1829 Linden Blvd","Brooklyn, NY 11207","2000-10-03","585-320-7566","America/New_York",40.66080,-73.89258
1129,"Charles Collins","735 Chauncey St","Brooklyn, NY 11207","1999-06-23","315-232-1038","America/New_York",40.68537,-73.90853
1130,"Jeffrey Carpenter II","68B Manhattan Ave","Manhattan, NY 10025","1972-02-24","838-591-6956","America/New_York",40.79810,-73.96355
1131,"Jennifer Phillips","45½ Spring St","Manhattan, NY 10012","1993-12-21","516-374-6886","America/New_York",40.72267,-73.99984
1132,"Daniel Barrett","42-25 Little Neck Pkwy","Little Neck, NY 11363","1966-03-20","838-604-3041","America/New_York",40.77413,-73.74206
1133,"Antonio Little","4420 7th St","New Rochelle, NY 10805","1990-11-02","516-579-2760","America/New_York",40.93040,-73.78360
1134,"Rachel Santiago","837 E 137th St","Bronx, NY 10454","1999-12-02","516-298-6380","America/New_York",40.80812,-73.91543
1135,"Amber Bowen","4034A 10th Ave","Manhattan, NY 10034","1992-08-14","914-562-8032","America/New_York",40.86221,-73.92290
1136,"Martin Navarro","58 E 89th St","Manhattan, NY 10128","1979-11-05","680-218-9125","America/New_York",40.78276,-73.94904
1137,"Barbara Baxter","1158A Vyse Ave","Bronx, NY 10459","1984-07-29","585-993-3973","America/New_York",40.82946,-73.88915
1138,"Taylor Rodriguez","50-6 58th Pl","Woodside, NY 11377","1936-04-17","716-781-5480","America/New_York",40.73587,-73.90850
1139,"Kyle Osborne","1039 E 227th St","Bronx, NY 10466","1968-04-07","845-467-2188","America/New_York",40.88946,-73.85516
1140,"Bryan Berger","24-45 43rd St","Astoria, NY 11103","1970-09-05","914-382-1992","America/New_York",40.76755,-73.91556
1141,"Jason Fisher","11 Kansas Pl","Brooklyn, NY 11234","1949-07-26","838-885-7939","America/New_York",40.60622,-73.90436
1142,"Kelly Elliott","2756 Grand Concession","Bronx, NY 10468","1982-10-06","914-599-8022","America/New_York",40.87089,-73.88901
1143,"Lisa Romero","925B 47th St","Brooklyn, NY 11219","1959-03-25","845-979-0740","America/New_York",40.63575,-73.98499
1144,"Annette Bowen","993A 44th St","Brooklyn, NY 11219","1962-11-09","212-377-6651","America/New_York",40.63471,-73.98426
1145,"Nicole Short","64-7 Fresh Pond Rd","Ridgewood, NY 11385","1952-04-05","585-705-9970","America/New_York",40.70642,-73.89559
1146,"Michelle Smith","4878 Lee Ave","Lorton, VA 22079","2001-12-06","703-845-8529","America/New_York",38.69830,-77.21640
1147,"Mikayla Sheila Adams","42-8 Elbertson St","Elmhurst, NY 11373","1957-09-19","838-970-4056","America/New_York",40.74474,-73.87225
1148,"Ryan Moore","127-13 25th Ave","College Point, NY 11356","1978-03-19","516-272-5756","America/New_York",40.77672,-73.84585
1149,"Frank Velasquez","497 Maple Pl","Philadelphia, PA 19125","1995-12-28","267-562-3172","America/New_York",40.00770,-75.13390
1150,"Kenneth Lloyd","2213 Broadway","Manhattan, NY 10024","1976-07-16","631-677-5542","America/New_York",40.78628,-73.97967
1151,"Kathy Ellis","2029 Park Way","Wasco, CA 93280","1949-04-29","279-910-6149","America/Los_Angeles",35.59380,-119.36710
1152,"Amanda Murphy","18-96 Mott Ave","Far Rockaway, NY 11691","1950-12-06","716-337-0991","America/New_York",40.60989,-73.76701
1153,"Kathy Mcdonald","2705 Rear E 13th St","Brooklyn, NY 11235","1957-10-18","212-612-2035","America/New_York",40.58621,-73.95711
1154,"Vincent Walker","83-83 208th St","Queens Village, NY 11427","1981-06-12","845-799-4287","America/New_York",40.72665,-73.76313
1155,"Matthew Morales II","82-25 256th St","Glen Oaks, NY 11004","2000-08-17","838-584-6439","America/New_York",40.73990,-73.71510
1156,"Kathryn Vega","1923 4th Ln","Pontiac, MI 48340","1964-04-14","989-777-7485","America/Detroit",42.64930,-83.28780
1157,"Jesus Moore","1466 Gar Watson Ave","Bronx, NY 10472","1965-07-17","212-441-2527","America/New_York",40.82929,-73.87318
1158,"Raymond Salazar Jr.","923 SE Park Way","Dallas, TX 75204","1951-09-28","806-712-8840","America/Chicago",32.79350,-96.76670
1159,"John Williams","2599 W Park Ave","Dallas, TX 75051","1998-06-03","254-722-7684","America/Chicago",32.79350,-96.76670
1160,"Connie Martinez","518 Van Duzer St","Staten Island, NY 10301","1993-05-20","838-867-6802","America/New_York",40.62188,-74.08206
1161,"Nicole Elizabeth Owens","371 S Oak Ln","Springdale, AR 72764","1990-11-22","870-248-0267","America/Chicago",36.19010,-94.15740
1162,"Jacqueline Best","474E E 167th St","Bronx, NY 10456","1948-01-26","516-404-2301","America/New_York",40.83147,-73.91564
1163,"Kayla Romero","1891 Bergen Ave","Brooklyn, NY 11234","1966-08-24","680-507-9340","America/New_York",40.62149,-73.90707
1164,"Thomas Williams","64-91 60th Dr","Maspeth, NY 11378","1995-02-20","607-278-1030","America/New_York",40.71609,-73.90057
1165,"Sherry Carney","1361 Park Way N","Milton, WI 53563","1995-07-19","534-749-4866","America/Chicago",42.77500,-88.94290
1166,"Angel Alexis Cooper","1450 S Dogwood Pl","Atlanta, GA 30332","1994-06-07","678-870-2581","America/New_York",33.76280,-84.42200
1167,"Jennifer Williams","45 Abbey Ct","Brooklyn, NY 11229","1961-04-01","585-237-5783","America/New_York",40.58705,-73.92068
1168,"Valerie Nelson","63-29 De Costa Ave","Arverne, NY 11692","1972-08-16","516-579-1586","America/New_York",40.59852,-73.79120
1169,"Elizabeth Martinez","1448 E 46th St","Brooklyn, NY 11234","1946-11-26","332-714-1948","America/New_York",40.62050,-73.93097
1170,"Tina Barker","4990 93rd Ln","Tampa, FL 33606","1981-09-25","954-256-7338","America/New_York",27.99450,-82.44470
1171,"Stephen Brooks","75 Henry St","Brooklyn, NY 11201","1953-06-11","929-294-1125","America/New_York",40.69992,-73.99744
1172,"George Miller","2571 Park Pl","Celeste, TX 75423","1994-10-30","830-433-8386","America/Chicago",33.28960,-96.19450
1173,"Cody Galvan","1381 Eastern Pkwy","Brooklyn, NY 11233","1968-01-19","631-531-4590","America/New_York",40.67168,-73.91968
1174,"Kevin Haynes","10A Catherine St","Manhattan, NY 10038","1972-05-25","585-446-0904","America/New_York",40.71289,-73.99742
1175,"Courtney Mckay","64 Martin Ave","Staten Island, NY 10314","1984-06-08","347-425-4387","America/New_York",40.60824,-74.13957
1176,"Alan Hall","4753A Bedford Ave","Brooklyn, NY 11235","1966-01-09","838-501-6566","America/New_York",40.58960,-73.94424
1177,"Katherine Wilson","3124 12th Ln","Hattiesburg, MS 39401","1984-08-16","601-962-0839","America/Chicago",31.30740,-89.31700
1178,"Dawn Doyle","4264 NW 8th St","Queens, NY 11102","1964-06-10","347-276-0561","America/New_York",40.74980,-73.79760
1179,"Victoria Cooke","2146A Ford St","Brooklyn, NY 11229","1956-01-11","914-530-1075","America/New_York",40.60275,-73.93832
1180,"Lisa Carey","540 Rear Washington Ave","Brooklyn, NY 11238","1979-07-21","929-368-0144","America/New_York",40.68035,-73.96468
1181,"Gordon Lang","3000 NE Park Way","New York, NY 10012","1945-08-27","315-897-5940","America/New_York",40.69430,-73.92490
1182,"James Carey","841 Ave R","Brooklyn, NY 11223","1974-12-07","516-639-3190","America/New_York",40.60487,-73.96464
1183,"Heather Shaw","54-5 251st St","Little Neck, NY 11362","1991-05-16","631-583-5391","America/New_York",40.76755,-73.72591
1184,"Justin Hughes","196A W 71st St","Manhattan, NY 10023","1989-01-12","631-962-7116","America/New_York",40.77803,-73.97722
1185,"Sarah Sherry Coleman","65-48 Fresh Pond Rd","Ridgewood, NY 11385","1979-11-06","516-421-7057","America/New_York",40.70279,-73.89764
1186,"Pamela Wilson","428C E Tremont Ave","Bronx, NY 10457","1966-05-31","315-331-9391","America/New_York",40.84786,-73.89304
1187,"Brianna Cain","879A Ocean Ave","Brooklyn, NY 11226","2000-04-30","315-728-0451","America/New_York",40.64283,-73.96009
1188,"Shawn Schwartz","133 York Ave","Staten Island, NY 10301","1974-07-07","914-895-4168","America/New_York",40.64427,-74.08814
1189,"Kristi Villa","219 W 88th St","Manhattan, NY 10024","1998-11-26","315-803-7801","America/New_York",40.79018,-73.97262
1190,"Haley Pittman","20 S 11th Ln","Greenville, SC 29609","1971-10-21","803-285-1405","America/New_York",34.83540,-82.36460
1191,"Natalie Karen Gonzalez","102-10 82nd Dr","Kew Gardens, NY 11415","1960-01-27","332-554-7890","America/New_York",40.71086,-73.83233
1192,"Mark Anderson","46-38 40th St","Sunnyside, NY 11104","1952-04-15","516-974-5595","America/New_York",40.74262,-73.92456
1193,"Brian Walker","76 Box St","Brooklyn, NY 11222","1958-03-20","607-944-9273","America/New_York",40.73756,-73.95589
1194,"Eddie Reyes","746S E 138th St","Bronx, NY 10454","2000-07-28","838-590-6606","America/New_York",40.80932,-73.92113
1195,"Susan Schmitt","1659 Troy Ave","Brooklyn, NY 11210","1992-06-03","585-561-9382","America/New_York",40.63047,-73.93427
1196,"Janet Pierce","29-33 Corporal Kennedy St","Bayside, NY 11360","1956-04-01","315-294-7203","America/New_York",40.77779,-73.78229
1197,"Linda Nguyen","155A W 57th St","Manhattan, NY 10019","1952-05-01","838-617-0958","America/New_York",40.76513,-73.97776
1198,"Stephanie Townsend","2912 Frederick Douglass Blvd","Manhattan, NY 10039","1942-03-12","516-836-7750","America/New_York",40.82571,-73.93600
1199,"Jessica Sweeney","63-19 75th Pl","Middle Village, NY 11379","1958-08-15","838-778-9905","America/New_York",40.72186,-73.88407
1200,"Carol Phelps","76-61 255th St","Glen Oaks, NY 11004","1946-09-08","716-920-8257","America/New_York",40.74022,-73.71571
1201,"Ellen Torres","58-50 Granger St","Corona, NY 11368","1957-03-04","838-781-4074","America/New_York",40.73814,-73.85737
1202,"Amanda Berry","702 10th Ave","Manhattan, NY 10036","2000-07-19","716-385-2729","America/New_York",40.76206,-73.99546
1203,"Melissa Mathews","1063 Pelham Pkwy N","Bronx, NY 10469","2000-11-15","315-664-2940","America/New_York",40.85856,-73.84818
1204,"Tristan Vasquez","245-27 90th Ave","Bellerose, NY 11426","1960-06-06","516-348-0626","America/New_York",40.72634,-73.71994
1205,"Erin Mcdaniel","1174B Southern Blvd","Bronx, NY 10459","1982-06-18","929-516-8903","America/New_York",40.82040,-73.89520
1206,"Nick Sandoval","3488 Park Pl N","Los Angeles, CA 90046","1989-04-01","279-213-8513","America/Los_Angeles",34.11410,-118.40680
1207,"Robert Gallagher","1736A Colden Ave","Bronx, NY 10462","1960-09-10","838-350-6696","America/New_York",40.84508,-73.86006
1208,"William Fernandez","150B George St","Brooklyn, NY 11237","1975-08-16","914-268-6912","America/New_York",40.70372,-73.92927
1209,"Bridget Vazquez","2585 Maple Rd","Detroit, MI 48214","1996-01-02","517-470-4686","America/Detroit",42.38340,-83.10240
1210,"Joyce Nguyen","449 E 23rd St","Manhattan, NY 10010","1960-02-10","914-535-0628","America/New_York",40.73941,-73.98109
